index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
87,,19.39,27.2,14.0,423.75,0.0037826763,0.0
88,,21.5,26.1,0.0,500.0,0.0041370057,0.0
89,,20.133333,33.09,0.0,448.0,0.0048270896,0.0
90,,21.5,28.2,0.0,565.0,0.0044722613,0.0
91,,22.1,38.845,433.0,1987.0,0.006410229,1.0
92,,20.5,22.39,0.0,437.25,0.0033330845,0.0
93,,20.5,30.39,0.0,754.0,0.004532682,0.0
94,,21.7,29.5,342.0,627.0,0.0047380407,0.0
95,,20.0,18.79,0.0,436.5,0.0027093212,0.0
96,,22.125,24.15,433.0,882.25,0.0039758645,1.0
97,,20.79,24.89,0.0,524.3333,0.003774736,0.0
98,,20.79,19.6,0.0,550.0,0.0029686429,0.0
99,,21.7,27.9175,489.0,1088.75,0.004482041,1.0
100,,20.89,22.7,0.0,471.0,0.00346213,0.0
101,,22.1,26.633333,459.0,1044.0,0.004380858,0.0
102,,19.29,31.5,0.0,434.33334,0.004357482,0.0
103,,21.79,29.55,436.5,914.0,0.0047725113,1.0
104,,23.39,28.5,471.5,1103.75,0.005075025,1.0
105,,21.5,18.79,37.0,440.0,0.002972789,0.0
106,,19.4175,27.075,6.0,421.0,0.0037716755,0.0
107,,22.1,38.27875,430.66666,1893.8334,0.006315837,1.0
108,,20.89,22.89,0.0,476.5,0.0034912708,0.0
109,,20.29,30.5,0.0,714.0,0.004490169,0.0
110,,20.7,31.575,442.5,1075.25,0.004769663,1.0
111,,20.575,22.29,0.0,452.0,0.0033335881,0.0
112,,20.39,32.663334,0.0,664.0,0.0048411633,0.0
113,,19.2,31.125,14.0,439.0,0.0042810077,0.0
114,,21.2,25.1,0.0,441.0,0.00390455,0.0
115,,20.7,25.0,0.0,495.75,0.0037704345,0.0
116,,23.0,27.926666,429.0,1058.3334,0.0048553776,1.0
117,,20.39,27.29,0.0,865.0,0.004039588,0.0
118,,20.6,27.0475,151.5,423.75,0.004056019,0.0
119,,20.84,29.2,0.0,1255.5,0.004446798,0.0
120,,20.89,22.79,0.0,477.33334,0.003475933,0.0
121,,20.79,31.745,0.0,1494.0,0.004822403,0.0
122,,22.2675,26.1725,567.5,883.5,0.004348983,0.0
123,,19.23,31.2,9.333333,433.33334,0.004299481,0.0
124,,20.7,25.1,0.0,509.0,0.003785608,0.0
125,,22.0,30.7,447.0,594.6667,0.0050242334,1.0
126,,19.39,26.79,0.0,462.0,0.0037253166,0.0
127,,20.2,19.2,0.0,448.5,0.002803345,0.0
128,,20.5,30.5,0.0,741.0,0.0045492086,0.0
129,,21.39,25.7,0.0,489.0,0.0040456555,0.0
130,,21.0,25.033333,0.0,537.6667,0.0038462772,0.0
131,,21.6,28.6,0.0,926.0,0.004564215,0.0
132,,20.323334,18.566668,0.0,432.66666,0.0027313062,0.0
133,,21.0,29.495,0.0,562.0,0.0045367954,0.0
134,,21.1,25.39,0.0,454.0,0.003925619,0.0
135,,23.89,25.39,246.0,564.0,0.0046563544,0.0
136,,23.79,25.34,797.0,704.5,0.0046190433,1.0
137,,20.73,26.29,0.0,1494.0,0.0039736135,0.0
138,,21.0,24.7,0.0,580.0,0.0037947493,0.0
139,,19.245,31.15,10.5,429.2,0.004296585,0.0
140,,23.0,16.865,232.5,441.25,0.0029231394,0.0
141,,20.6,22.2225,0.0,445.75,0.003328594,0.0
142,,22.29,26.815,439.0,556.5,0.0044626608,1.0
143,,21.2,25.14,454.0,735.0,0.0039108116,1.0
144,,19.39,27.15,14.0,419.5,0.0037756807,0.0
145,,21.15,19.55,0.0,506.5,0.0030276256,0.0
146,,19.89,35.29,0.0,500.0,0.0050730016,0.0
147,,20.5,22.2,0.0,832.0,0.0033046498,0.0
148,,19.926666,34.396667,0.0,537.3333,0.0049549015,0.0
149,,20.29,32.9,0.0,460.0,0.004846247,0.0
150,,22.23,38.93,403.66666,1995.0,0.0064760135,1.0
151,,20.856667,23.066668,0.0,449.0,0.0035111199,0.0
152,,20.245,30.65,0.0,714.5,0.0044997865,0.0
153,,22.7,17.6,345.5,453.75,0.002995924,0.0
154,,21.29,32.4,0.0,537.0,0.0050775413,0.0
155,,20.55,30.39,0.0,739.0,0.0045467876,0.0
156,,20.625,34.79,156.25,497.25,0.0052349637,0.0
157,,23.84,25.0,761.5,622.75,0.00457044,1.0
158,,22.175,34.45,444.0,1388.25,0.0057045897,1.0
159,,21.7675,21.8175,444.0,926.75,0.0035117448,1.0
160,,23.79,25.2,736.0,595.0,0.0045933356,1.0
161,,21.6,26.945,461.5,980.0,0.004298272,1.0
162,,21.29,21.29,457.0,835.0,0.003327133,1.0
163,,20.23,18.73,0.0,427.5,0.0027395198,0.0
164,,23.7,24.29,90.333336,600.0,0.0044022035,0.0
165,,19.84,35.345,0.0,537.0,0.0050651156,0.0
166,,21.166666,34.29,0.0,1468.6666,0.005335411,0.0
167,,21.79,28.05,0.0,592.0,0.004528488,0.0
168,,21.245,32.4,0.0,535.5,0.005063431,0.0
169,,21.5,31.39,28.75,663.5,0.0049822186,0.0
170,,20.125,29.445,247.5,427.0,0.0042894688,0.0
171,,21.926666,24.5,0.0,706.6667,0.0039850515,0.0
172,,21.2,27.6,0.0,574.0,0.0042961356,0.0
173,,24.0,24.1,183.0,679.3333,0.0044476087,0.0
174,,21.2,19.39,0.0,472.0,0.0030120027,0.0
175,,19.89,35.7,0.0,530.0,0.0051324265,0.0
176,,20.5,22.29,0.0,438.25,0.0033181186,0.0
177,,20.4725,19.0975,411.0,503.25,0.0028358696,1.0
178,,19.29,26.1,0.0,468.5,0.0036061541,0.0
179,,20.9725,31.1475,423.66666,864.3333,0.0047847764,1.0
180,,19.463333,27.23,0.0,462.33334,0.0038042977,0.0
181,,22.29,25.89,612.0,937.3333,0.0043076524,1.0
182,,19.7,28.945,0.0,441.5,0.004105793,0.0
183,,21.2,25.29,19.0,520.5,0.0039342935,0.0
184,,20.26,30.43,0.0,730.3333,0.00447143,0.0
185,,20.7,26.79,141.0,427.75,0.0040421523,0.0
186,,21.5,26.0,0.0,499.0,0.00412105,0.0
187,,22.55,17.6,354.25,450.5,0.002968638,0.0
188,,21.0,24.445,0.0,445.0,0.0037553362,0.0
189,,20.2,33.0,0.0,446.0,0.0048339083,0.0
190,,21.89,29.9175,434.5,752.0,0.00486216,1.0
191,,20.7,29.35,0.0,485.0,0.004431164,0.0
192,,21.84,29.84,419.0,735.0,0.0048345686,1.0
193,,21.5,28.1,0.0,573.5,0.0044562886,0.0
194,,20.29,35.59,32.666668,506.0,0.005245832,0.0
195,,22.2,27.1,441.5,591.75,0.004485611,1.0
196,,19.79,19.1,0.0,438.0,0.002718438,0.0
197,,20.89,24.226667,0.0,581.3333,0.003696356,0.0
198,,22.29,26.26,490.66666,887.3333,0.004369647,0.0
199,,19.79,35.5,0.0,515.0,0.005071626,0.0
200,,20.0,36.29,11.333333,508.0,0.005253952,0.0
201,,23.075,16.945,259.0,443.5,0.0029504946,0.0
202,,22.1,30.29,85.75,658.0,0.0049871574,0.0
203,,21.1,23.4725,0.0,539.5,0.00362742,0.0
204,,21.5,24.15,0.0,635.75,0.0038260177,0.0
205,,20.1,31.79,0.0,506.0,0.00462641,0.0
206,,22.1,21.1175,504.0,887.0,0.0034685114,1.0
207,,20.945,25.39,444.0,697.3333,0.0038881688,1.0
208,,20.39,24.6,0.0,809.0,0.0036390724,0.0
209,,21.7675,28.7,444.25,861.25,0.004627794,1.0
210,,21.745,28.1,0.0,591.0,0.004524071,0.0
211,,22.79,17.066668,164.66667,444.33334,0.002920688,0.0
212,,20.5,33.9,0.0,723.0,0.005060459,0.0
213,,20.89,24.89,0.0,439.0,0.0037981812,0.0
214,,21.29,29.8,0.0,616.0,0.0046670274,0.0
215,,20.0,35.7,0.0,539.0,0.005167824,0.0
216,,19.84,35.345,0.0,522.5,0.0050651156,0.0
217,,22.5,27.15,469.0,1065.5,0.004577324,1.0
218,,20.89,28.89,0.0,1086.0,0.0044129067,0.0
219,,20.79,22.6,0.0,469.25,0.0034255295,0.0
220,,22.0,34.496666,449.0,1320.3334,0.0056512253,1.0
221,,20.29,18.55,0.0,439.0,0.0027232037,0.0
222,,20.39,24.6,0.0,806.5,0.0036390724,0.0
223,,20.7,24.6,0.0,466.0,0.003709748,0.0
224,,19.856667,35.59667,0.0,508.0,0.0051067956,0.0
225,,19.29,30.6,6.0,437.0,0.004232135,0.0
226,,22.6,27.426666,0.0,670.3333,0.0046526995,0.0
227,,20.55,22.245,0.0,446.5,0.003321669,0.0
228,,21.815,28.9725,419.0,614.75,0.0046857446,1.0
229,,20.7,24.633333,0.0,477.33334,0.0037148045,0.0
230,,19.7225,19.39,0.0,450.5,0.0027483073,0.0
231,,24.29,25.978,793.0,1145.4,0.004881725,1.0
232,,20.05,18.89,0.0,443.5,0.002732288,0.0
233,,22.29,25.2,433.0,966.0,0.0041920748,1.0
234,,20.39,24.945,0.0,804.0,0.003690411,0.0
235,,20.0,34.09,0.0,504.33334,0.0049329167,0.0
236,,20.39,30.2,0.0,723.0,0.004473437,0.0
237,,20.29,33.045,0.0,453.0,0.0048677726,0.0
238,,19.6,38.29,0.0,507.0,0.0054089674,0.0
239,,19.65,28.945,0.0,437.0,0.00409298,0.0
240,,21.5,25.79,0.0,490.0,0.004087546,0.0
241,,19.5,30.2,0.0,436.5,0.004231757,0.0
242,,20.34,33.0,0.0,490.5,0.0048762523,0.0
243,,19.29,30.5,24.0,432.75,0.004218211,0.0
244,,19.79,19.39,0.0,439.0,0.0027598958,0.0
245,,20.1,33.09,0.0,444.0,0.004817065,0.0
246,,20.34,30.2,0.0,720.0,0.0044595436,0.0
247,,21.29,25.2,0.0,454.0,0.0039420477,0.0
248,,20.5,21.1,0.0,454.0,0.0031400793,0.0
249,,21.79,33.95,444.0,1178.0,0.005489411,1.0
250,,19.29,26.79,0.0,470.0,0.0037020566,0.0
251,,20.7,27.1,0.0,1210.0,0.0040892335,0.0
252,,19.89,35.145,0.0,502.0,0.005051988,0.0
253,,20.39,20.1,0.0,435.0,0.0029702098,0.0
254,,19.245,31.175,8.5,434.0,0.004300057,0.0
255,,21.7,29.075,454.0,910.75,0.004669268,1.0
256,,20.76,22.39,0.0,455.0,0.0033872286,0.0
257,,22.1,17.79,87.0,445.33334,0.0029194104,0.0
258,,21.5,28.2675,459.0,906.75,0.0044830437,1.0
259,,20.633333,27.096666,0.0,497.0,0.0040718536,0.0
260,,20.6,26.2,0.0,526.0,0.003928126,0.0
261,,20.29,26.1,0.0,816.0,0.0038384094,0.0
262,,19.6,19.5,10.5,446.0,0.0027429268,0.0
263,,19.9175,35.7,0.0,540.75,0.0051412554,0.0
264,,20.6,24.16,0.0,553.3333,0.0036204914,0.0
265,,23.79,24.2,118.75,627.0,0.0044097677,0.0
266,,20.1,32.29,0.0,568.0,0.004699725,0.0
267,,21.7,21.075,482.75,850.75,0.0033775405,1.0
268,,23.0,28.29,505.0,564.5,0.004919047,1.0
269,,19.323334,31.29,0.0,441.66666,0.004337287,0.0
270,,21.2,32.4,0.0,537.0,0.005049355,0.0
271,,20.79,31.7,0.0,1303.5,0.004815514,0.0
272,,21.0,29.53,0.0,523.6667,0.0045422185,0.0
273,,21.4725,28.2925,450.25,1006.25,0.0044794325,1.0
274,,21.89,29.0,289.0,639.0,0.0047119195,0.0
275,,21.2,32.845,454.0,1104.25,0.0051192767,1.0
276,,19.426666,26.2,0.0,471.0,0.0036511628,0.0
277,,20.2,18.6,0.0,438.0,0.002715358,0.0
278,,19.89,35.5,0.0,516.5,0.005103437,0.0
279,,21.0,25.29,0.0,573.0,0.0038859595,0.0
280,,20.79,35.73,0.0,1145.6666,0.0054330546,0.0
281,,22.0,27.79,433.0,614.0,0.0045445156,1.0
282,,21.2,25.445,0.0,466.0,0.00395856,0.0
283,,23.6,27.525,520.5,979.25,0.0049629826,1.0
284,,20.945,24.39,0.0,440.0,0.0037341116,0.0
285,,21.29,34.245,0.0,1471.5,0.005369175,0.0
286,,22.0,37.663334,439.0,1815.5,0.006175137,1.0
287,,21.5,34.4,460.75,1401.25,0.005464162,1.0
288,,20.89,23.29,0.0,443.0,0.003552629,0.0
289,,20.6,30.5,419.0,794.75,0.0045775627,1.0
290,,20.89,24.34,0.0,445.0,0.0037137507,0.0
291,,24.1,22.5,237.0,830.75,0.004175526,0.0
292,,22.0,24.58,0.0,716.6,0.0040161926,0.0
293,,22.5,27.0,469.0,1063.5,0.00455185,1.0
294,,23.89,25.125,799.0,677.0,0.004607395,1.0
295,,21.29,27.79,0.0,800.0,0.0043500364,0.0
296,,20.1,35.745,40.5,506.0,0.0052068005,0.0
297,,19.7,28.65,0.0,436.0,0.0040636742,0.0
298,,20.633333,24.23,398.33334,537.3333,0.0036385555,1.0
299,,21.0,24.745,0.0,576.5,0.003801705,0.0
300,,20.15,33.0,0.0,446.0,0.004818864,0.0
301,,20.5,33.0,0.0,543.0,0.004925047,0.0
302,,20.39,27.39,0.0,853.6667,0.0040544868,0.0
303,,22.2,34.23,433.0,1683.3334,0.005676544,1.0
304,,23.2,27.6,547.0,552.25,0.0048569967,1.0
305,,20.0,33.09,0.0,507.0,0.0047871005,0.0
306,,20.6,21.0,0.0,455.0,0.0031445562,0.0
307,,20.79,34.79,143.5,509.5,0.005288904,0.0
308,,22.79,30.84,444.0,1363.0,0.005297851,1.0
309,,20.445,18.6,0.0,431.5,0.0027569612,0.0
310,,19.245,27.745,0.0,430.0,0.0038240387,0.0
311,,21.675,32.8175,464.0,1164.25,0.0052672625,1.0
312,,20.89,30.79,0.0,1113.0,0.0047053243,0.0
313,,22.2,27.0,486.5,1114.0,0.0044689397,1.0
314,,20.6,26.65,0.0,508.0,0.003996027,0.0
315,,21.79,33.933334,434.0,1187.6666,0.0054866923,1.0
316,,19.29,30.7,81.0,431.33334,0.0042460603,0.0
317,,20.79,26.29,0.0,1383.75,0.003988417,0.0
318,,20.79,27.6,0.0,1386.5,0.0041884934,0.0
319,,22.963333,16.79,189.0,440.0,0.0029035963,0.0
320,,19.29,26.7,0.0,471.0,0.003689546,0.0
321,,20.79,35.79,0.0,1169.0,0.005442258,0.0
322,,22.865,17.6,340.5,452.5,0.0030261935,0.0
323,,20.0,18.79,0.0,441.0,0.0027093212,0.0
324,,19.7,19.39,0.0,447.5,0.0027444542,0.0
325,,22.15,20.5,555.0,790.0,0.0033768683,1.0
326,,20.39,18.7,0.0,431.5,0.0027624106,0.0
327,,20.5,22.15,14.0,831.0,0.0032971674,0.0
328,,19.29,31.075,6.0,437.5,0.004298284,0.0
329,,21.29,18.6,267.0,463.0,0.002904785,0.0
330,,22.1,34.4,0.0,1569.0,0.0056700255,0.0
331,,21.2,32.9,13.0,1128.25,0.00512792,0.0
332,,20.2675,35.5675,13.0,507.25,0.00523514,0.0
333,,20.2,18.89,0.0,439.5,0.002757882,0.0
334,,23.0,30.0,465.0,1254.6,0.0052188756,1.0
335,,20.5,33.29,0.0,1101.3334,0.0049686735,0.0
336,,21.79,31.393333,437.33334,1018.6667,0.005072649,1.0
337,,22.666666,26.963333,647.6667,1108.3334,0.0045922035,1.0
338,,19.5,26.5,0.0,472.0,0.003710204,0.0
339,,21.315,21.2675,460.0,844.5,0.0033287248,1.0
340,,19.79,19.2,0.0,438.0,0.002732733,0.0
341,,22.0,26.2,439.0,1025.0,0.0042827115,1.0
342,,22.2,26.1225,444.0,776.75,0.00432269,1.0
343,,19.15,30.7675,22.0,429.5,0.004218243,0.0
344,,20.29,32.9,0.0,471.0,0.004846247,0.0
345,,20.34,33.0,0.0,450.5,0.0048762523,0.0
346,,22.5,28.34,524.0,1087.5,0.004779492,1.0
347,,21.7,20.4425,467.75,801.0,0.0032756403,1.0
348,,19.39,30.84,0.0,440.0,0.0042923805,0.0
349,,20.5,34.95,0.0,943.5,0.0052185142,0.0
350,,21.1,31.445,433.0,925.75,0.004869128,1.0
351,,19.29,26.7,0.0,473.5,0.003689546,0.0
352,,19.29,31.7,0.0,430.0,0.0043853438,0.0
353,,20.89,32.09,0.0,1585.0,0.0049055573,0.0
354,,20.5,34.79,0.0,902.0,0.0051944247,0.0
355,,20.1,18.89,0.0,443.5,0.002740796,0.0
356,,23.0,28.463333,499.0,569.3333,0.0049494263,1.0
357,,19.39,27.39,0.0,443.5,0.0038092611,0.0
358,,19.29,30.6,24.0,428.75,0.004232135,0.0
359,,20.39,24.79,0.0,807.5,0.0036673448,0.0
360,,22.0,30.175,419.0,980.5,0.004937632,1.0
361,,19.89,35.4,0.0,512.5,0.005088944,0.0
362,,21.2,25.6,0.0,469.0,0.003982828,0.0
363,,22.6,28.65,239.25,627.25,0.00486185,0.0
364,,19.7,36.5,0.0,499.0,0.005186391,0.0
365,,21.9175,30.2,433.0,980.0,0.0049167457,1.0
366,,19.6,37.7,0.0,503.5,0.0053249085,0.0
367,,19.89,35.4,0.0,523.0,0.005088944,0.0
368,,22.025,38.8,438.0,1959.25,0.006373217,1.0
369,,22.55,28.2675,520.75,1097.5,0.004781786,1.0
370,,20.79,29.55,0.0,486.0,0.0044865543,0.0
371,,21.5,33.59,464.0,1462.0,0.005334397,1.0
372,,21.29,25.2,0.0,461.0,0.0039420477,0.0
373,,20.29,19.2,0.0,452.5,0.0028190585,0.0
374,,22.89,28.6,494.0,573.0,0.0049400995,1.0
375,,23.7,25.39,792.5,703.5,0.0046030376,1.0
376,,20.89,20.133333,442.33334,677.3333,0.003068739,1.0
377,,24.315,23.4925,626.75,740.5,0.004418005,1.0
378,,20.39,22.5,0.0,434.2,0.0033267585,0.0
379,,19.6,37.845,0.0,507.0,0.005345565,0.0
380,,21.2,25.39,0.0,459.66666,0.003949949,0.0
381,,19.6,38.0,0.0,506.0,0.0053676474,0.0
382,,20.79,27.6,0.0,1335.6666,0.0041884934,0.0
383,,20.39,25.0,0.0,800.0,0.0036985963,0.0
384,,21.075,23.315,0.0,520.25,0.0035973785,0.0
385,,22.2,21.445,509.0,904.5,0.0035442577,1.0
386,,22.815,27.445,432.75,1039.5,0.004717422,1.0
387,,21.815,31.4725,449.5,1051.25,0.005093382,1.0
388,,20.89,32.3725,437.25,1224.75,0.004949086,1.0
389,,23.64,26.976,458.0,897.6,0.004875045,1.0
390,,21.445,28.245,454.0,880.25,0.0044642775,0.0
391,,20.1,21.1,0.0,443.0,0.0030630294,0.0
392,,21.463333,28.963333,239.33333,640.0,0.004583833,0.0
393,,20.5,22.645,0.0,695.0,0.0033712508,0.0
394,,21.6,28.79,0.0,582.5,0.004594761,0.0
395,,20.15,31.6,0.0,512.5,0.0046129115,0.0
396,,19.89,35.7,0.0,505.0,0.0051324265,0.0
397,,19.79,19.2,0.0,438.0,0.002732733,0.0
398,,21.365,21.17,474.0,845.6,0.0033236097,1.0
399,,20.89,19.633333,428.33334,595.3333,0.002992162,1.0
400,,21.1,23.5,0.0,533.3333,0.0036316947,0.0
401,,20.5,23.978,412.2,525.2,0.003570839,1.0
402,,21.65,20.34,465.5,789.5,0.0032491286,1.0
403,,21.29,27.1,502.0,995.0,0.0042412924,1.0
404,,21.2,27.995,0.0,559.0,0.004358051,0.0
405,,20.89,19.79,433.0,635.75,0.003016154,1.0
406,,19.5,27.5,0.0,452.5,0.0038510787,0.0
407,,20.356667,30.5,0.0,746.5,0.004508838,0.0
408,,22.1,27.2,0.0,580.0,0.004474738,0.0
409,,21.7,20.6,467.75,825.25,0.0033010116,1.0
410,,23.89,25.445,243.0,578.0,0.0046665166,0.0
411,,20.1,24.5,0.0,446.0,0.0035594224,0.0
412,,20.7,26.29,0.0,1535.5,0.0039662295,0.0
413,,22.15,34.645,429.0,1507.5,0.005728366,1.0
414,,20.445,26.245,57.0,429.0,0.0038972315,0.0
415,,20.29,18.79,0.0,436.5,0.0027585928,0.0
416,,19.1,31.39,0.0,432.0,0.004290686,0.0
417,,20.7,24.79,0.0,486.5,0.0037385726,0.0
418,,19.23,30.633333,6.0,430.0,0.0042208624,0.0
419,,22.15,34.2,448.0,1405.25,0.005654119,1.0
420,,20.39,24.29,7.0,826.25,0.0035929494,0.0
421,,20.39,25.39,0.0,792.0,0.0037566428,0.0
422,,20.6,24.83,0.0,571.6667,0.0037214947,0.0
423,,21.0,26.745,0.0,564.0,0.0041110064,0.0
424,,20.79,34.5,47.0,514.0,0.0052444455,0.0
425,,19.39,27.6,0.0,434.5,0.0038386472,0.0
426,,21.1,20.195,0.0,539.5,0.0031183786,0.0
427,,20.39,24.79,0.0,808.5,0.0036673448,0.0
428,,22.6,25.84,37.0,549.5,0.004381639,0.0
429,,21.29,33.126667,492.33334,1416.0,0.005192371,1.0
430,,20.7225,22.5,0.0,465.0,0.0033960652,0.0
431,,22.7,25.29,756.0,1195.0,0.0043140175,1.0
432,,19.89,35.79,0.0,535.0,0.005145472,0.0
433,,19.29,27.6,0.0,426.0,0.0038146754,0.0
434,,20.89,24.79,0.0,577.0,0.0037828286,0.0
435,,20.6,26.145,0.0,524.5,0.0039198278,0.0
436,,22.7,26.1,440.25,919.0,0.0044531785,1.0
437,,19.29,27.5,0.0,426.66666,0.0038007698,0.0
438,,20.0,33.5,0.0,509.0,0.004846877,0.0
439,,19.84,35.45,0.0,517.0,0.0050802855,0.0
440,,24.1,22.426666,288.0,791.0,0.004161826,0.0
441,,22.79,30.89,444.0,1367.25,0.005306513,1.0
442,,20.0,18.79,0.0,432.0,0.0027093212,0.0
443,,19.39,31.245,0.0,434.5,0.0043491437,0.0
444,,22.6,28.79,223.5,632.5,0.004885794,0.0
445,,21.5,28.29,459.0,897.5,0.0044866377,1.0
446,,20.89,25.1,0.0,539.0,0.0038304243,0.0
447,,20.6,22.1,0.0,444.5,0.0033101477,0.0
448,,20.2,33.09,0.0,453.5,0.0048471945,0.0
449,,21.426666,25.73,0.0,484.66666,0.0040595788,0.0
450,,20.856667,23.066668,0.0,450.5,0.0035111199,0.0
451,,20.0,32.2,0.0,573.0,0.0046573807,0.0
452,,20.89,29.0,0.0,1255.0,0.0044298284,0.0
453,,22.5,24.865,433.0,816.5,0.004189492,1.0
454,,20.5,30.34,0.0,741.0,0.00452517,0.0
455,,20.6,22.29,0.0,451.0,0.0033387588,0.0
456,,20.79,26.5,0.0,1261.0,0.004020482,0.0
457,,19.426666,26.856667,0.0,464.33334,0.003743225,0.0
458,,21.23,27.7,0.0,767.0,0.00431981,0.0
459,,20.6,25.05,0.0,553.5,0.0037546672,0.0
460,,23.06,27.772,444.0,1089.2,0.0048459787,1.0
