index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
106,,20.0,30.34,0.0,710.5,0.004386455,0.0
107,,20.2,24.1,0.0,439.0,0.003522834,0.0
108,,20.2,22.89,0.0,439.25,0.0033450103,0.0
109,,21.7,31.0,64.25,656.75,0.0049808873,0.0
110,,20.29,33.2,0.0,451.0,0.004890785,0.0
111,,20.79,20.0,14.0,437.33334,0.0030295225,0.0
112,,20.566668,22.096666,10.0,914.3333,0.0033028135,0.0
113,,19.745,36.4,0.0,503.5,0.0051866523,0.0
114,,21.89,28.1,0.0,600.0,0.004564614,0.0
115,,20.5,32.545,7.0,675.5,0.0048566107,0.0
116,,24.1,22.7,260.25,735.5,0.0042128935,0.0
117,,21.745,35.24,479.0,1418.5,0.0056841085,1.0
118,,20.463333,18.73,0.0,432.66666,0.0027794738,0.0
119,,21.5,36.7,0.0,1474.5,0.005832925,0.0
120,,20.39,27.79,0.0,851.5,0.00411409,0.0
121,,21.7,33.1175,19.0,1165.5,0.005324026,0.0
122,,20.575,22.175,0.0,441.75,0.0033162977,0.0
123,,23.945,24.2,134.0,665.0,0.0044513564,0.0
124,,21.2,27.0,0.0,696.6667,0.0042021107,0.0
125,,20.79,32.4,0.0,1507.0,0.004922692,0.0
126,,20.29,29.6,0.0,730.5,0.0043567442,0.0
127,,20.5,23.866667,0.0,582.6667,0.0035541642,0.0
128,,22.39,26.34,444.0,1061.5,0.0044099893,1.0
129,,20.23,30.323334,0.0,706.3333,0.0044473284,0.0
130,,21.89,30.125,438.0,766.25,0.004896148,1.0
131,,20.6,30.525,0.0,764.75,0.0045813425,0.0
132,,20.0,34.03,0.0,542.0,0.004924166,0.0
133,,20.29,33.0,0.0,487.0,0.004861092,0.0
134,,21.166666,24.858334,444.0,745.5,0.0038587705,0.0
135,,22.29,34.59,439.0,1480.6666,0.0057686083,1.0
136,,19.445,27.2,0.0,465.0,0.0037957232,0.0
137,,22.675,30.7225,433.0,1298.6666,0.0052405014,1.0
138,,20.7,24.5,0.0,474.25,0.003694578,0.0
139,,20.478,22.478,0.0,429.8,0.0033416906,0.0
140,,21.6,24.39,473.0,812.0,0.00388815,1.0
141,,20.5,30.245,0.0,739.5,0.004510898,0.0
142,,20.963333,26.3,0.0,569.3333,0.004033,0.0
143,,22.6,25.525,433.5,882.5,0.004327853,1.0
144,,21.075,26.4725,0.0,649.6667,0.0040877652,0.0
145,,21.79,25.79,541.0,585.0,0.004161185,1.0
146,,21.0,24.84,0.0,569.0,0.00381639,0.0
147,,19.5,26.745,0.0,465.0,0.0037447126,0.0
148,,22.525,25.1,426.0,834.25,0.004235829,0.0
149,,23.89,25.463333,230.75,563.0,0.0046699042,0.0
150,,21.823334,28.856667,419.0,603.0,0.004669264,1.0
151,,21.745,28.84,459.0,898.0,0.0046440996,1.0
152,,20.89,25.6,0.0,577.25,0.003907207,0.0
153,,20.1,33.045,0.0,552.5,0.004810463,0.0
154,,21.7225,28.89,0.0,983.0,0.00464577,0.0
155,,20.1,26.29,50.0,423.0,0.003821076,0.0
156,,19.5,27.7,0.0,447.66666,0.0038792612,0.0
157,,21.815,29.6725,419.0,679.0,0.00479983,1.0
158,,20.6,30.39,0.0,781.3333,0.0045609325,0.0
159,,20.6,27.2,0.0,506.0,0.0040790373,0.0
160,,20.633333,30.323334,0.0,781.6667,0.0045602843,0.0
161,,20.5,33.76,0.0,704.0,0.005039391,0.0
162,,20.926666,25.566668,13.333333,518.3333,0.0039109536,0.0
163,,21.1,29.795,0.0,528.0,0.004611738,0.0
164,,22.1,26.525,466.75,1061.25,0.0043629133,1.0
165,,20.445,21.29,0.0,446.5,0.0031577072,0.0
166,,20.89,28.1,0.0,1357.0,0.0042914026,0.0
167,,20.79,26.1,0.0,1521.5,0.003959409,0.0
168,,20.2,33.0,0.0,446.0,0.0048339083,0.0
169,,20.0,18.7,0.0,438.0,0.0026962878,0.0
170,,20.245,18.55,0.0,432.0,0.002715606,0.0
171,,20.29,31.29,0.0,510.5,0.0046073333,0.0
172,,23.865,25.4725,229.5,547.5,0.004664528,0.0
173,,19.79,36.2,0.0,505.5,0.0051724617,0.0
174,,20.39,32.7,0.0,662.0,0.0048466404,0.0
175,,19.29,27.6,0.0,437.0,0.0038146754,0.0
176,,20.39,22.5,0.0,434.0,0.0033267585,0.0
177,,22.2,26.9175,438.0,850.0,0.004455187,1.0
178,,20.2,21.29,0.0,447.0,0.0031100267,0.0
179,,20.39,35.09,40.5,504.25,0.0052038385,0.0
180,,22.1,38.1175,429.5,1871.25,0.0062889624,1.0
181,,20.5,21.2,0.0,452.33334,0.0031550366,0.0
182,,19.5,27.0,0.0,456.0,0.0037806334,0.0
183,,20.89,25.7,9.0,512.0,0.003922566,0.0
184,,22.6,25.04,432.2,837.2,0.0042450586,1.0
185,,20.5,26.245,86.25,420.0,0.0039105667,0.0
186,,19.926666,35.7,0.0,542.0,0.0051442017,0.0
187,,20.39,19.2,0.0,474.0,0.0028366088,0.0
188,,20.6,30.29,0.0,738.5,0.004545815,0.0
189,,21.2675,34.295,0.0,1470.75,0.0053696027,0.0
190,,20.5,33.45,0.0,637.5,0.004992746,0.0
191,,20.856667,31.63,0.0,1575.6666,0.0048247087,0.0
192,,20.2,18.89,0.0,446.0,0.002757882,0.0
193,,19.856667,35.4,0.0,524.0,0.0050783507,0.0
194,,19.2,31.5,0.0,433.5,0.004332945,0.0
195,,22.5,27.34,454.0,1074.0,0.004609594,1.0
196,,20.65,30.39,0.0,759.0,0.0045751156,0.0
197,,21.2,31.39,433.0,942.5,0.004890715,1.0
198,,21.2,27.1,0.0,702.75,0.0042177793,0.0
199,,21.4725,28.245,459.0,1060.5,0.004471858,1.0
